Gene Symbol,log2FoldChange,Pvalue,Padjusted,innate_immune,species,condition,adaptive,gene_category
TRNAK-CUU_10,-25.34407975,5.27E-16,4.66E-15,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
LOC107131810,-0.2951893446,0.0645991238,0.1326944072,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
CDC42EP4,-0.4114289207,0.1131896963,0.2451347456,FALSE,Bos taurus,milk production,FALSE,non-immune
PIP4P2,-1.171071553,0.1101140383,0.2546120192,FALSE,Bos taurus,milk production,FALSE,non-immune
HAO1,-6.209891653,0.1107952229,0.2269011166,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132344334,-8.202595512,0.05514160318,0.1428057526,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAC-ACA_204,-24.45486878,1.27E-14,8.73E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
ROBO2,-3.316904363,0.10491778,0.2142412569,FALSE,Bos taurus,milk production,FALSE,non-immune
APOA5,-1.67595401,0.06330306421,0.1668502268,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
MIR371,-1.959250613,0.04602014703,0.1036274858,FALSE,Bos taurus,milk production,FALSE,non-immune
SNAI1,-1.36637262,0.07261486144,0.1868397171,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR2425,-13.86259036,0.02335138186,0.05788992264,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
COL3A1,-3.880884358,0.02477754838,0.072053376,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC132346784,-25.23006758,1.80E-15,1.40E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112448068,-2.863110458,0.06370869671,0.2092059275,FALSE,Bos taurus,milk production,FALSE,non-immune
WDR97,-0.4513070073,0.08985010168,0.2258146357,FALSE,Bos taurus,milk production,FALSE,non-immune
NRAP,-5.239622332,0.07768179672,0.1973432755,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112448640,-5.619625421,0.04254329195,0.1364971075,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132344895,-10.87151461,0.03157876014,0.0798676107,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TMEM87A,-4.708069247,0.1382230027,0.2751223421,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132342798,-23.70624333,4.17E-07,2.66E-06,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
DNALI1,-2.414415959,0.1901276379,0.3852883473,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
RHOBTB3,-3.054809232,0.09171612902,0.204917315,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
GDF3,-3.040178659,0.08417694698,0.2045909432,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC107132977,-6.01750364,0.05345621396,0.122245742,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC613677,-6.935861883,0.05537354042,0.1444314976,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC104969035,-5.618552143,0.1157848251,0.2614775323,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC505349,0.4534519397,0.05500736983,0.1565189971,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
SPSB2,-3.192942117,0.1125449677,0.2389517106,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MIR2285E-2,-25.23536172,3.33E-16,3.28E-15,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MIXL1,-4.286281014,0.06465070372,0.1562732151,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112447765,-5.217274453,0.05882550199,0.1339986908,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SERPINB10,-1.903707928,0.06663419248,0.1482317671,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
AGXT2,-5.03576068,0.07498464257,0.1753071305,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SARM1,-1.00712283,0.1384792259,0.3011413873,FALSE,Bos taurus,milk production,FALSE,non-immune
CEP128,-1.201216218,0.2260056455,0.4618448914,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132343470,-3.901738971,0.03180111706,0.1143331075,FALSE,Bos taurus,milk production,FALSE,non-immune
ZFP36,-5.863142114,0.04960567923,0.104928955,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132343779,-25.29241741,1.78E-15,1.32E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC104971301,-4.748282466,0.01047722881,0.04764174645,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112442767,-13.27716527,0.03257922208,0.07836740786,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
NHERF4,-2.702935898,0.1154562524,0.252284271,FALSE,Bos taurus,milk production,FALSE,non-immune
METTL26,-6.363729474,0.1153093598,0.2327300248,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
HMCES,-3.191079646,0.05940990835,0.1478593241,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
GADD45G,-7.069108632,0.1079055923,0.2548759401,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MCMDC2,-2.827255334,0.1018520477,0.2275034157,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
OPCML,-1.724278326,0.05890623675,0.1410224998,FALSE,Bos taurus,milk production,FALSE,non-immune
MRPS14,-1.69764531,0.2187076745,0.4410910784,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ADAMTS14,-4.264162198,0.02469376411,0.0803499159,FALSE,Bos taurus,milk production,FALSE,non-immune
PSMC3IP,-1.637884854,0.1873627934,0.3821582469,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132344071,-0.9120856001,0.03346380198,0.09700193979,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAG-CCC_96,-8.137792952,0.0177187043,0.05468707481,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
CCDC88C,-4.789171409,0.08417454962,0.2063423207,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SLC13A3,-2.139867667,0.03393176583,0.09139124367,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112448858,-0.9130996084,0.05420417294,0.1618734876,FALSE,Bos taurus,milk production,FALSE,non-immune
GYPB,-10.14112133,0.03480701832,0.07849207176,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
GNPAT,-5.356904132,0.1903690014,0.3726333828,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
UFSP1,-1.681489244,0.1702250664,0.3407809303,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ARHGEF3,-1.96666999,0.02834418022,0.1462656054,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
CYP1A1,-1.470638238,0.05744876285,0.1563494606,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112441645,-2.103143008,0.04962337224,0.1357284695,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAG-CCC_226,-24.12048807,3.06E-05,0.0001657223022,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
LOC100140431,-4.464450606,0.06834781641,0.1659226465,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112445960,-5.040167932,0.02913468086,0.07581908122,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CAPN13,-5.534164288,0.07014529326,0.1662066336,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132343873,-3.099760648,0.04036803137,0.1033625425,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112449325,-0.9419265023,0.05350275915,0.1436017337,FALSE,Bos indicus,milk production,FALSE,non-immune
BBS10,-10.74815031,0.09281329364,0.1952934191,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132345288,-5.037391382,0.04128585144,0.1096823958,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132342285,-24.97546533,2.73E-15,2.06E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
BMP3,-2.831594469,0.07528604523,0.191904431,FALSE,Bos taurus,milk production,FALSE,non-immune
IDNK,-0.7873842946,0.09752118072,0.2031121783,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132342473,-3.107896273,0.08104842939,0.1825199161,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MYMX,-1.915806225,0.187751946,0.4264058283,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
KCNH3,-1.93617409,0.02245933708,0.06507588318,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC101903368,-3.122487795,0.06375218205,0.1408066861,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112446718,-19.50711159,0.0007288221602,0.003266824403,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ANO10,-3.816387908,0.07643948613,0.1588117733,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112445309,-24.34349836,1.75E-14,1.19E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MTCH2,-2.243407921,0.1511336409,0.3065578836,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
RPL27,-2.025883413,0.227029779,0.4619351507,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC101907658,-4.343070088,0.0685364293,0.1699148718,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TEN1,-2.065222162,0.09557250615,0.2120344293,FALSE,Bos taurus,milk production,FALSE,non-immune
CLEC10A,-1.053420956,0.03171639826,0.08089699208,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAE-CUC_50,-7.515884743,0.03283231541,0.08499854176,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
DDX43,-1.348335214,0.08936880499,0.2043381221,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112444779,-24.7815886,5.09E-15,3.58E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC100337507,-1.389259181,0.05671707364,0.178851304,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
TRIP10,-2.286661545,0.1431128268,0.2682965118,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CRIP3,-21.81116165,6.60E-07,4.23E-06,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LRRC23,-3.622142341,0.06544035895,0.1684792162,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112447080,-4.340766439,0.06195213292,0.1357995322,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132343100,0.04765194074,0.05971841525,0.1823046242,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC101905365,-1.156414885,0.06755097948,0.1482765971,FALSE,Bos taurus,milk production,FALSE,non-immune
ALOX15,-2.458922768,0.1247059338,0.2590280826,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC100299757,-1.479714123,0.06074778742,0.1614233743,FALSE,Bos taurus,milk production,FALSE,non-immune
SLC22A14,-1.033818543,0.07340679646,0.1588187411,FALSE,Bos taurus,milk production,FALSE,non-immune
VASH1,-2.720948258,0.1459406779,0.2885555526,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
GPR62,-5.190975567,0.03135328641,0.07763100941,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAS-GGA_84,-5.685693308,0.03267052147,0.09142099896,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
C13H20orf144,-25.64232625,2.80E-15,2.01E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132346851,-9.895240034,0.0445288921,0.105404996,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132346397,-4.658404276,0.06865722236,0.1683846407,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112448190,-19.83762391,0.001964049957,0.007825110333,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAG-CCC_17,-24.5904814,1.09E-14,7.62E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
RDH5,-3.164288466,0.09898126648,0.2386550751,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132343239,-0.5414204793,0.02518856591,0.1064804775,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112443630,-25.02150691,4.51E-15,3.36E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
SPATA32,-3.284516606,0.113892054,0.2437607812,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MIR1296,-25.65767871,8.60E-16,6.94E-15,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ECD,-1.155483552,0.122698705,0.2490213337,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAR-UCU_3,-5.665798621,0.02355199395,0.06837036752,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
TRNAC-GCA_193,-24.55117608,1.98E-14,1.32E-13,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
LOC112443756,-13.66822488,0.01631098665,0.07059037804,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
PPP1R15A,-1.635370132,0.1360036475,0.2761446015,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC104973892,-1.865865446,0.06068825975,0.1483518757,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC785868,-3.262696132,0.06860194181,0.2143846215,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC132346586,-8.684930362,0.03198902116,0.09736537437,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CA5A,-3.691263975,0.04110073256,0.1321322884,FALSE,Bos taurus,milk production,FALSE,non-immune
HCFC1R1,-1.253929604,0.06220904883,0.1609162836,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112444618,-2.625660653,0.05879589657,0.1857354645,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR11985,-4.96508811,0.04586607566,0.1134190321,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
OVGP1,-25.41182752,4.50E-15,3.14E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ZNF581,-3.838322188,0.2030762174,0.4060269793,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MIR1306,-5.335452543,0.02937127165,0.1156075558,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC781197,-2.534050619,0.06574349193,0.1586735005,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
FANCD2OS,-24.70036007,6.94E-16,6.47E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132345757,-7.228792173,0.07944316484,0.2266139512,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TMEM120A,-3.414426695,0.1222341219,0.2501228409,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
KLF10,-2.145907737,0.07608219317,0.1792335772,FALSE,Bos taurus,milk production,FALSE,non-immune
TSPYL2,-6.302765233,0.1153792819,0.2398406795,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132342198,-8.373792761,0.03078580422,0.08817296186,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
KEH36_t15,-3.070814032,0.1000657277,0.224764495,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
PDGFRL,-6.295484624,0.1381584226,0.2758611617,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ENAH,-3.864702617,0.1316817435,0.2633595999,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SLC35F3,-24.86791612,3.72E-15,2.71E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAY-GUA_43,-25.61867922,2.29E-15,1.67E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112449617,-25.27806971,1.94E-15,1.48E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112443039,-22.57544827,0.000974718368,0.003703236268,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112442093,-3.988954281,0.07889864651,0.2184191826,FALSE,Bos taurus,milk production,FALSE,non-immune
PLPPR2,-1.373465455,0.06673686732,0.1545561416,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC101902797,-2.817375125,0.07123995069,0.1530927808,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112442376,-5.482100279,0.08669875138,0.2087835728,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132343958,-1.054754107,0.1054589447,0.2837830308,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC104976020,-2.171696762,0.0565840251,0.1327250998,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112448960,-15.0045558,0.005024723643,0.0183355235,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
AADACL4,-5.595255783,0.06854583327,0.1505098444,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC101902059,-1.012869731,0.05167863697,0.1231631319,FALSE,Bos taurus,milk production,FALSE,non-immune
WNT16,-8.040438956,0.06591108794,0.156552208,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC517901,-7.299066614,0.04075139885,0.1003105529,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
NUTM1,-5.218367785,0.1782014855,0.3490951893,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC101907394,-1.801286909,0.0747187428,0.1901601902,FALSE,Bos taurus,milk production,FALSE,non-immune
TBC1D16,-2.530474728,0.1502394698,0.3205678172,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132343017,-0.6169843874,0.06141562826,0.1557240655,FALSE,Bos taurus,milk production,FALSE,non-immune
DPPA4,-2.352790187,0.1617961534,0.3412179443,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132345119,-2.920050854,0.04566021667,0.1451130792,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR199A-1,-1.958106412,0.02595112983,0.05813499801,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132342801,-2.853895308,0.05311880291,0.1263587468,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAG-UCC_106,-4.104838982,0.01492646243,0.04724790581,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
TRNAW-CCA_29,-25.26768207,1.20E-14,8.13E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
TRNAG-ACC_3,-4.920297849,0.03770770685,0.1014871049,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
LOC101906463,-6.182101911,0.05278600199,0.143515303,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC100848025,-5.424905805,0.03707263401,0.1393455624,FALSE,Bos taurus,milk production,FALSE,non-immune
NCKAP5,-4.614154453,0.0955188284,0.2221828193,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MIR2285BP,-24.81818159,4.26E-15,3.06E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112445843,-3.244949305,0.03971616132,0.09876527745,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR545,-25.63394358,9.71E-17,1.39E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112444797,4.870798893,0.01920249923,0.1942205148,FALSE,Bos indicus,MAP Infection,FALSE,non-immune
STARD8,-2.238083717,0.116558951,0.2549927566,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC527385,-1.394897508,0.02230279795,0.07518295358,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112441884,-5.584974798,0.1570786827,0.3392978635,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112447031,-25.0139278,2.36E-16,2.58E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC104975044,-8.376713395,0.04834646296,0.1215846194,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MGC137055,-4.212489334,0.1074771824,0.2448740882,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
HPDL,-2.00243267,0.0745951305,0.2301464803,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
FADS3,-2.085901111,0.1176481409,0.2429850206,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132342071,-1.659838602,0.09201285954,0.2648817996,FALSE,Bos taurus:Bos indicus,MAP Infection,FALSE,non-immune
SHISA5,-4.465774336,0.09187052916,0.1993599336,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MIR2372,-24.64960407,3.73E-06,2.31E-05,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
CCNF,-4.005594939,0.03709052078,0.1812430249,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
TRNAK-UUU_49,-18.89676689,0.006549139404,0.01892529268,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
TRNAN-GUU_15,-25.67737397,5.69E-16,4.86E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112442005,-4.833618079,0.08296889227,0.1989167756,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC616957,-3.228511773,0.0575318629,0.1633949972,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
C6H4orf48,-3.399394105,0.07919447551,0.1783298369,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112443250,-2.946304922,0.05869910917,0.2217816589,FALSE,Bos taurus,milk production,FALSE,non-immune
SNX10,-1.993587879,0.1659327063,0.3439876283,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132344859,-1.288925178,0.05975202138,0.130327527,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132345486,-2.87742634,0.04959591184,0.1185466943,FALSE,Bos taurus,milk production,FALSE,non-immune
ACAP3,-3.64568149,0.1792857728,0.3700418397,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112446520,-18.51460799,0.01068631825,0.02424191253,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ISG12(B),-1.491584908,0.05130821122,0.1266781702,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC132343786,-2.59517859,0.0405894534,0.1300589985,FALSE,Bos taurus,milk production,FALSE,non-immune
PARM1,-5.38492486,0.08488752216,0.1845580049,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
FIGNL1,-3.083636169,0.08933123007,0.2122429056,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TMEM217B,-2.131743677,0.1256474251,0.2702034088,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR1777A,-3.679863573,0.05057439049,0.113607785,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MMP23,-1.574138439,0.05244840261,0.164904659,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
TRNAG-UCC_66,-25.11194068,6.25E-15,4.36E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
NPC1,-22.86996954,2.93E-06,1.84E-05,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112442958,0.1015994152,0.0570124094,0.195050399,FALSE,Bos taurus,milk production,FALSE,non-immune
ESRP2,-4.986634652,0.08353330073,0.1946929056,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SCD,-0.9558317651,0.09362737863,0.2005538377,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
S1PR4,-5.084572043,0.09923369925,0.1932426959,FALSE,Bos taurus,milk production,FALSE,non-immune
CSGALNACT1,-1.420099459,0.05806757349,0.1471791691,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132346353,-2.150618117,0.03662140502,0.0948577759,FALSE,Bos taurus,milk production,FALSE,non-immune
FAM229B,-1.435191304,0.1388523134,0.2851984396,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
OR2J1,-1.15800871,0.0370375645,0.08801262586,FALSE,Bos indicus,milk production,FALSE,non-immune
PKDCC,-12.04947759,0.06628302254,0.1588052107,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MIR101-2,-1.743148142,0.06890372148,0.1595054693,FALSE,Bos taurus,milk production,FALSE,non-immune
OXSR1,-0.673489755,0.0365114406,0.1228246583,FALSE,Bos taurus,milk production,FALSE,non-immune
TNS4,-2.646287988,0.09540870797,0.1946375194,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132344722,-4.691482152,0.09183148579,0.2236810327,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112447454,-6.713031058,0.05845954803,0.12733327,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SEMA3G,-3.969286493,0.04855755949,0.1234440889,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112447219,-25.29233898,4.64E-15,3.23E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
THEG,-25.09730625,4.02E-16,3.83E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ZSCAN9,-1.903381134,0.1127056642,0.2689330998,FALSE,Bos taurus:Bos indicus,MAP Infection,FALSE,non-immune
ATP2C2,-6.990296675,0.08006421066,0.1711159748,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ANKRD23,-2.377947842,0.09093934568,0.2187480124,FALSE,Bos taurus,milk production,FALSE,non-immune
GSR,-2.883078635,0.09374570033,0.2094754129,FALSE,Bos taurus,milk production,FALSE,non-immune
GAREM1,-6.939033852,0.07220793544,0.1595078569,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SLC35F4,-4.054101051,0.1371685071,0.3175713504,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ARAP3,-0.8791295795,0.1132893112,0.2726650911,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
FOXP2,-2.801220668,0.1173011535,0.2552119374,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132344156,-24.30424995,3.78E-14,2.49E-13,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAG-UCC_117,-25.10437928,9.03E-15,6.18E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
LOC107132255,-0.3517408644,0.05017366652,0.1625007896,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC101904344,-5.469236228,0.07044495896,0.1708801889,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132346043,0.8857720668,0.05721128691,0.1244729135,FALSE,Bos indicus,milk production,FALSE,non-immune
LOC112445498,-1.82940339,0.05659378996,0.1441772012,FALSE,Bos taurus,milk production,FALSE,non-immune
LHX2,-4.791444542,0.09600601896,0.2127003898,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC104970784,-1.294809122,0.02385731302,0.06379097584,FALSE,Bos taurus,milk production,FALSE,non-immune
B3GNT3,-2.378451466,0.07687801327,0.1687475188,FALSE,Bos taurus,milk production,FALSE,non-immune
